belts,personal_injury,property_damage,commercial_license,commercial_vehicle,vehicle_type,year,make,model,color,charge,contributed_to_accident,gender,driver_state,dL_state,arrest_type,violation_type
No,No,No,No,No,02 - Automobile,1995.0,MITS,ECLIPSE,RED,218011,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2004.0,HYUN,ELANTRA,MAROON,21405e1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1996.0,BMW,328,BLACK,13409b,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2998.0,HONDA,4DS,BLACK,16116a,No,F,VA,VA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1998.0,CHEVROLET,1500,BLUE,13411e,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,HOND,VN,SILVER,22204f,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,05 - Light Duty Truck,2011.0,ACUR,SU,SILVER,218011,No,F,MD,NY,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2001.0,TOYT,4S,BLACK,2111242d2,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2004.0,FORD,F150,BLACK,21706b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,BMW,528I,MAROON,13409b,No,M,MD,DC,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,BMW,650I,SILVER,21707a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,28 - Other,1998.0,FORD,WINDSTAR,WHITE,21707a,No,F,MD,MD,B - Unmarked Patrol,Warning
No,No,No,No,No,02 - Automobile,2001.0,TOYT,VN,GOLD,23104,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1995.0,MERC,GRAND MARQUIS,BLUE LIGHT,218011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1999.0,CHEVORLET,EXPRSS,TAN,22219a,No,M,WV,WV,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2002.0,MERC,C230,BLACK,13411f,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,FORD,4S,GRAY,218011,No,F,DC,DC,O - Foot Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,BMW,4S,GRAY,22406i1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,FORD,EXPLORER,WHITE,13411f,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2004.0,HONDA,PILOT TK,SILVER,13411f,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,AUDI,QZ,GRAY,218011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,NISS,SW,BLACK,21204d,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,HYUN,4S ELANTRO,SILVER,218011,No,F,MD,MD,R - Unmarked Laser,Warning
No,No,No,No,No,02 - Automobile,2005.0,CHEVY,EQUINOX,SILVER,16101a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,HONDA,CIVIC,BLUE LIGHT,21801a,No,F,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2010.0,KIA,FORTE,GRAY,218011,No,M,DC,DC,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2002.0,TOYOTA,4 RUNNER SR5,BLACK,13401h,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,MERZ,2H,WHITE,21309b,No,M,MD,MA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,BMW,750LI,GRAY,21201a1,No,M,VA,VA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2009.0,MAZD,6,MAROON,21707a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2004.0,CHRY,SEBRING,WHITE,16116a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,DODGE,CALIBER,GRAY,222011,Yes,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,ACURA,TL,BLACK,21405e1,No,F,CA,CA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1995.0,CHEVROLET,SUBURBAN,GREEN DK,13401h,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,HUYANDAI,4DR,SILVER,21201a1,No,F,DC,DC,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2018.0,FORD,EXPEDITION,BLACK,21707a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,FORD,E350,SILVER,21309b,No,M,PA,PA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,CHEV,4S,TAN,21202h1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,TOYOTA,RAV4,BLUE,13411f,No,F,HI,HI,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2002.0,CHEV,4S,BLUE,17104,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,TOYOTA,COROLLA,RED,16116a,No,M,MD,FL,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2009.0,NISS,4H,GRAY,2111242d2,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,05 - Light Duty Truck,1996.0,GMC,TRUCK,WHITE,1139375h1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,05 - Light Duty Truck,2012.0,CHEV,PU,TAN,2111242d2,No,M,DC,DC,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2001.0,JEEP,WRANGLER,BLUE,113939,No,M,DC,DC,A - Marked Patrol,Warning
No,No,No,Yes,No,02 - Automobile,2004.0,HONDA,TK,GRAY,222011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,CHEVROLET,VAN,WHITE,13411a,No,M,PA,PA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,TOYOTA,PRIUS,RED,2111242d2,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,TOYOTA,PRIUS,GRAY,21204d,No,M,DC,DC,A - Marked Patrol,Warning
No,No,No,No,No,06 - Heavy Duty Truck,1997.0,FORD,DS,RED,113939,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2000.0,TOYT,4D,SILVER,13409b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,BMW,4S,BLACK,21204b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,BMW,4S,BLACK,16101a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,Yes,No,06 - Heavy Duty Truck,2018.0,KENWORTH,TRUCK,WHITE,21201a1,No,M,NC,NC,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2016.0,HYUN,ELANTRA,WHITE,21202h1,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,FORD,ESCAPE,SILVER,21201a1,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1993.0,SUBA,4S,BLACK,21801a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,CHRY,VN,WHITE,2111242d2,No,M,SC,SC,B - Unmarked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,SATURN,L200,BLUE,218011,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2008.0,VOLK,CN,SILVER,21204b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1996.0,FORD,VN,WHITE,21309d,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2002.0,HONDA,ODYSSEY,GREEN,21202i1,No,M,VA,VA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,TOYOTA,SCION,SILVER,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,SCION,TC,BLUE DARK,21201a1,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2017.0,TOYOTA,CAMRY,SILVER,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,HOND,2S,RED,13411f,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,MERZ,4S,BLACK,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,SAAB,4DR,SILVER,21403c,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2004.0,ACURA,MDX,SILVER,13401h,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,CHEVY,CHARGER,BLACK,22206a,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,MERZ,E320,SILVER,21604d,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1997.0,NISSAN,PU,SILVER,13411f,No,M,CO,CO,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,HYINDAI,ELANTRA,SILVER,13411e,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2002.0,FORD,EXPLORER,SILVER,22101a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2015.0,CHEV,SONIC,RED,213111,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,TOYOTA,PRIUS C,SILVER,13411f,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,SCION,XD,SILVER,224123b,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,TOYOTA,CAMRY,BLACK,218011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,HONDA,CIVIC,WHITE,23104,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,TOYOTA,CAMRY,SILVER,21201a1,No,M,VA,VA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,NISSAN,ALTIM,BLACK,218011,No,F,GA,GA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,TOYT,4S,WHITE,222011,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,NISSAN,FRONTIER,BLACK,23104,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2016.0,FORD,FUSION,BLUE,21801a,No,F,DC,DC,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,TOYOTA,PRIUS,SILVER,21801a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,05 - Light Duty Truck,2013.0,BMW,X5,BLUE,219011b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2001.0,ACUR,MDX,TAN,218011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1997.0,HONDA,TK,GREEN DK,22204f,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,VOLVO,XC60,WHITE,13409b,No,F,MD,MD,B - Unmarked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,TOYOTA,PRUIS,RED,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,JEEP,4X4,BLUE,13411a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,HYUN,SONATA,WHITE,16112c,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,MERZ,GL450,WHITE,21204b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2009.0,LEXS,4S,WHITE,222011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,CHEVROLET,VAN,WHITE,22204f,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,TOYOTA,4S,RED,13411f,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2006.0,TOYOTA,4RUNNER,SILVER,224123b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,GMC,TERRAIN,BLACK,16101a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2001.0,VOLKSWAGON,JETTA,SILVER,224123b,No,M,PA,PA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2016.0,TOYOTA,COROLLA,GREEN,21202h2,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,DODG,2S,ORANGE,224123b,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2004.0,NISSAN,QUEST,GRAY,22219a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,CHEV,4S,WHITE,22204f,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,HYUNDAI,ELANTRA,TAN,13411c2,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2009.0,HOND,CIVIC,GRAY,21707a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2006.0,NISS,TK,BLACK,13401h,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,06 - Heavy Duty Truck,2001.0,GMC,TK,WHITE,16303h,No,M,MD,MD,L - Motorcycle,Warning
No,No,No,No,No,02 - Automobile,1999.0,HOND,4S,GREEN,13411f,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,TOYOTA,YARIS,GREEN,22204f,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,TOYOTA,CAMRY,GRAY,224123b,No,M,MD,MD,A - Marked Patrol,Warning
Yes,No,No,No,No,02 - Automobile,2010.0,TOYOTA,COROLLA,GOLD,218031e,No,M,MD,MD,E - Marked Stationary Radar,Warning
No,No,No,No,No,02 - Automobile,2015.0,HONDA,SI,WHITE,21801a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,CHEV,4S,SILVER,218011,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,VOLK,4S,BLUE,13411a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2001.0,TOYOTA,MR2,BLACK,13411g,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2001.0,HOND,VNODYSSEY,GRAY,222011,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,05 - Light Duty Truck,2001.0,FORD,TK,BLUE,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,KIA,SOUL,BLACK,21707a,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2000.0,DODGE,STRATUS,RED,13401h,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,08 - Recreational Vehicle,1998.0,RANGE ROVER,40 SE,BLUE,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,JEEP,WRANGLER,WHITE,16115g,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2009.0,HONDA,4S ACCORD,SILVER,218011,No,M,KY,KY,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2006.0,LINCOLN,NAVIGATOR,GRAY,13401h,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,FORD,FOCUS,RED,21202h1,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,CHRYSLER,SEBRING,BLUE,22204f,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,HYUNDAI,ELANTRA,BLACK,22206a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2009.0,HONDA,ACCORD,GRAY,218011,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2009.0,CHEVY,MALIBU,GRAY,13411c1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,03 - Station Wagon,2011.0,HONDA,PILOT,RED,224122d,No,F,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2013.0,HONDA,PILOT,BLUE DARK,21201a2,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2006.0,TOYT,4S,BLUE,218011,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,03 - Station Wagon,1996.0,FORD,RANGER,GREEN,22219a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2009.0,CHEV,TK,BLUE,16112c,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2000.0,NISS,SENTRA,GOLD,21801a,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,1998.0,TOYT,CAMRY 4S,GREEN DK,16116a,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1998.0,TOYOTA,CORROLLA,GOLD,16112c,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,LEXS,TK,SILVER,21201a1,No,F,MD,MD,O - Foot Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,FORD,TK,WHITE,13411d,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2006.0,LEXUS,ES330,SILVER,222011,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,CHEV,SUBURBAN,SILVER,21204c,No,M,NC,NC,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,MAZDA,MAZDA3,WHITE,21204b,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1998.0,CHEVY,MZ3,MAROON,13409b,No,M,DC,DC,B - Unmarked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,SCIO,2H,SILVER,21309b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1990.0,BMW,4S,BLUE DARK,21404a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1993.0,NISSAN,240SX,WHITE,13411a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2016.0,CHEV,CRUZE,RED,21202h2,No,F,DC,DC,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,FORD,EDGE,RED,13411f,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,05 - Light Duty Truck,2011.0,FORD,F150,WHITE,2111242d2,No,M,MD,MD,B - Unmarked Patrol,Warning
Yes,No,No,No,No,02 - Automobile,2009.0,TOYT,COROLLA,SILVER,219011b,No,F,MD,MD,G - Marked Moving Radar (Stationary),Warning
No,No,No,No,No,02 - Automobile,2004.0,JEEP,TK,RED,218011,No,F,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2016.0,NISSAN,4D,BLACK,21309b,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2009.0,NISSAN,MAXIMA,SILVER,23104,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1995.0,ACURA,INTEGRA,RED,13409b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1998.0,HOND,4S,PURPLE,211004a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2001.0,HOND,ODYSSEY,BLUE LIGHT,21401,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1998.0,HONDA,CIVIC,GREEN,13409b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,TOYT,SU,SILVER,218011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,TOYOTA,PRIUS,WHITE,13411f,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,01 - Motorcycle,2005.0,VOVL,XC70,SILVER,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,HONDA,ACCORD,GREEN,22203b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,MERCEDES,C300,BLACK,13703g,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,FORD,EXPLORER,WHITE,13411f,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2015.0,TOYOTA,PRIUS,RED,21707a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2018.0,BMW,3301,BLACK,224123b,No,F,DC,DC,A - Marked Patrol,Warning
Yes,No,No,No,No,02 - Automobile,2015.0,JEEP,COMPASS,GRAY,218011,No,F,MD,NY,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2006.0,TOYT,COROLLA,SILVER,13409b,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,05 - Light Duty Truck,2008.0,NISS,PA,SILVER,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2006.0,HOND,ODYSSEY,BLUE LIGHT,218011,No,F,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2003.0,HONDA,PILOT,TAN,22227d,No,M,NJ,NJ,B - Unmarked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,VOLK,TK,WHITE,218011,No,F,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2006.0,NISSAN,MURANO,WHITE,13401h,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2009.0,HONDA,CIVIC,BLUE DARK,218011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,BMW,128I,BLUE,13411d,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,MINI,COOPER,BLUE DARK,218011,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2013.0,MERCEDES,GLK 350,SILVER,218011,No,F,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,05 - Light Duty Truck,2005.0,CHEV,DS BOX,WHITE,21405e1,No,M,VA,VA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2017.0,TOYOTA,SIENNA,RED,218011,No,F,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2005.0,NISS,SENTRA,TAN,22204f,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,TOYOTA,CAMRY,SILVER,13409b,No,F,VA,VA,A - Marked Patrol,Warning
No,No,No,No,No,28 - Other,2007.0,CHRY,SUV,WHITE,218011,No,F,MD,MD,R - Unmarked Laser,Warning
No,No,No,No,No,02 - Automobile,2014.0,TOYOTA,TACOMA,RED,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,CHEV,TAHOE,BLACK,13411f,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,TOYT,SIENNA,SILVER,22204f,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,FORD,MUSTANG,GRAY,13411d,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,CHEV,4S,GRAY,13401h,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2004.0,NISS,QUEST,GRAY,21202i1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,CHEV,4S,GRAY,21201a1,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2017.0,HYUNDAI,SEDAN,BLUE,218011,No,F,DC,DC,E - Marked Stationary Radar,Warning
No,No,No,No,No,02 - Automobile,1995.0,MERCURY,VILLAGER,RED,13409b,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,03 - Station Wagon,1992.0,FORD,ESCORT,WHITE,21201a2,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,FORD,4S,SILVER,22219a,No,M,FL,FL,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,HONDA,ACCORD,RED,21801a,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,MITSHUBISHI,TK,BLACK,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,HONDA,PILOT,BLUE,21707a,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,TOYOTA,RAV4,BLUE,21201a1,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1995.0,HONDA,ACCORD,GOLD,22406i1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2016.0,NISSAN,PATHFINDER,SILVER,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2006.0,NISSAN,ALTIMA 4D,RED,218031e,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2006.0,ACURA,MDX,BLUE,13401b1,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2009.0,TOYOTA,CAMRY,SILVER,218011,No,M,VA,VA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,TOYOTA,CAMRY,SILVER,22219a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1998.0,HONDA,CIVIC,SILVER,13401h,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2004.0,FORD,TAURUS,GOLD,13401h,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1999.0,HONDA,4S,WHITE,213111,No,M,PA,PA,A - Marked Patrol,Warning
No,No,No,Yes,No,02 - Automobile,2006.0,NISSAN,ALTIMA,WHITE,22204f,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,MERCEDES,C300,BLACK,22204f,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,HYUN,4S,SILVER,13409b,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2000.0,CADI,4H 32V NORTHSTA,BLACK,13401h,No,M,MD,MD,B - Unmarked Patrol,Warning
