unique_code,keywords,category,belts,personal_injury,property_damage,commercial_license,commercial_vehicle,vehicle_type,year,make,model,color,charge,contributed_to_accident,gender,driver_state,dL_state,arrest_type,violation_type
Code_68834,exceeding posted speed limit 40 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2005,FORD,F150,GREEN,218011,No,M,MD,MD,Q - Marked Laser,2
Code_65242,exceeding posted speed limit 30 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2007,BUICK,LUCERNE,BLUE,218011,No,M,MD,MD,Q - Marked Laser,2
Code_61866,driving vehicle removable windshield placard hanging inside rearview mirror,window,No,No,No,No,No,02 - Automobile,1993,TOYOTA,CAMRY,WHITE,136161f2,No,F,MD,MD,B - Unmarked Patrol,2
Code_67946,failure display two lighted front lamps required,problem vehicle light,No,No,No,No,No,02 - Automobile,2014,MAZDA,4D,BLACK,22226a,No,F,MD,MD,A - Marked Patrol,2
Code_37256,driving veh wo adequate rear reg plate illumination,tag problem,No,No,No,No,No,02 - Automobile,2001,FORD,EXPLORER,BLACK,22204f,No,M,MD,MD,A - Marked Patrol,2
Code_47579,driver motor vehicle following vehicle closer reasonable prudent,careless driving,No,No,No,Yes,No,02 - Automobile,2015,TOYOTA,SCION,BLUE,21310a,No,F,MD,MD,A - Marked Patrol,2
Code_41853,operating motor vehicle inadequate windshield wipers,problem vehicle,No,No,No,Yes,Yes,06 - Heavy Duty Truck,1999,MACK,DS,SILVER,1139378,No,M,MD,MD,A - Marked Patrol,2
Code_48202,operating veh temporary parking placard hanging inside rearview mirror,window,No,No,No,No,No,02 - Automobile,2009,HONDA,CRV,SILVER,136162e2,No,M,MD,MD,A - Marked Patrol,2
Code_55352,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2010,AUDI,SW,BLACK,21201a1,No,F,MD,MD,A - Marked Patrol,2
Code_61084,failure attach vehicle registration plates front rear,tag problem,No,No,No,No,No,02 - Automobile,2018,HONDA,CIVIC,GRAY,13411a,No,M,MD,MD,A - Marked Patrol,2
Code_40084,exceeding posted speed limit 55 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2008,FORD,TAURUS,WHITE,218011,No,F,MD,MD,Q - Marked Laser,2
Code_46826,failure display reflect red color light rear lamps reflectors req,problem vehicle light,No,No,No,No,No,05 - Light Duty Truck,2004,DODG,TK,SILVER,22209b,No,M,MD,MD,A - Marked Patrol,2
Code_54512,driving vehicle highway suspended registration,registration problems,No,No,No,No,No,02 - Automobile,2008,SUBA,OUTBACK,GOLD,13401h,No,F,MD,MD,A - Marked Patrol,2
Code_61305,displaying expired registration plate issued state,tag problem,No,No,No,No,No,08 - Recreational Vehicle,1999,FORD,E350,WHITE,13411f,No,M,MD,MD,A - Marked Patrol,2
Code_63237,operating vehicle highway unauthorized window tinting material,window,No,No,No,No,No,02 - Automobile,2010,TOYT,4S,BLUE,22406i1,No,M,MD,MD,B - Unmarked Patrol,2
Code_41133,exceeding posted speed limit 30 mph,exceeding speed,No,No,No,No,No,28 - Other,2010,ACURA,RSX SUV,GRAY,218011,No,M,MD,MD,Q - Marked Laser,2
Code_57689,driver entering intersection flashing red traffic signal without stopping,sign violation,No,No,No,No,No,02 - Automobile,2005,MITSUBISHI,MONTERO,BLACK,21204d,No,M,MD,MD,A - Marked Patrol,2
Code_39512,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,1999,TOYT,TK,BLACK,21201a1,No,M,MD,MD,A - Marked Patrol,2
Code_60701,driver fail stop flashing red traffic signal stop line,sign violation,No,No,No,No,No,02 - Automobile,2002,TOYT,TK,GREEN,21204b,No,F,MD,MD,A - Marked Patrol,2
Code_60478,driving vehicle highway suspended registration,registration problems,No,No,No,No,No,02 - Automobile,2011,BMW,328I,RED,13401h,No,F,MD,MD,A - Marked Patrol,2
Code_54353,exceeding posted speed limit 45 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2009,TOYT,4S,BLACK,218011,No,F,MD,MD,Q - Marked Laser,2
Code_44135,parking veh wherever prohibited official sign,sign violation,No,No,No,No,No,02 - Automobile,2010,HONDA,ACCORD,GRAY,211003q,No,F,MD,MD,A - Marked Patrol,2
Code_51868,driver failure stop stop sign line,sign violation,No,No,No,No,No,02 - Automobile,2012,HOND,2D,GRAY,21707a,No,F,NC,NC,A - Marked Patrol,2
Code_36595,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2012,JEEP,GRAND CHEROKEE,GRAY,21201a1,No,M,MD,MD,A - Marked Patrol,2
Code_63984,failure display registration card upon demand police officer,failure registration card,Yes,No,No,No,No,02 - Automobile,2002,BMW,325I,BLUE,13409b,No,M,MD,MD,Q - Marked Laser,2
Code_66730,failure veh hwy display lighted lamps illuminating device unfavorable visibility cond,problem vehicle light,No,No,No,No,No,02 - Automobile,2010,HYUNDAI,SANTE FE,GRAY,222011,No,F,GA,GA,A - Marked Patrol,2
Code_40722,displaying expired registration plate issued state,tag problem,No,No,No,No,No,02 - Automobile,2013,VW,4D,BLACK,13411f,No,M,MD,MD,A - Marked Patrol,2
Code_59244,driver fail stop flashing red traffic signal stop line,sign violation,No,No,No,No,No,02 - Automobile,1990,MERCEDES,300E,BLACK,21204b,No,M,MD,MD,A - Marked Patrol,2
Code_55263,exceeding posted speed limit 30 mph,exceeding speed,No,No,No,Yes,No,12 - School Bus,2008,THOMAS,BUS,YELLOW,218011,No,M,MD,MD,Q - Marked Laser,2
Code_42134,person driving motor vehicle highway public use property suspended license privilege,license problem,No,No,No,No,No,02 - Automobile,2014,HYUNDAI,4S,BLACK,16303c,No,M,MD,MD,S - License Plate Recognition,2
Code_54496,driver failure stop stop sign line,sign violation,No,No,No,No,No,02 - Automobile,2001,GMC,TK,SILVER,21707a,No,M,MD,MD,A - Marked Patrol,2
Code_44248,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2009,TOYT,RAV4,SILVER,13409b,No,M,MD,MD,A - Marked Patrol,2
Code_48008,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,1999,TOYOTA,COROLA,TAN,21201a1,No,M,MD,MD,A - Marked Patrol,2
Code_66540,failure dr make lane change avail lane immed adj stopped emerg veh,careless driving,No,No,No,No,No,02 - Automobile,2009,HOND,CIVIC,BLACK,21405e1,No,M,MD,MD,A - Marked Patrol,2
Code_49128,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,1997,HONDA,ACCORD,SILVER,13409b,No,M,MD,MD,A - Marked Patrol,2
Code_57758,driver failure stop stop sign line,sign violation,No,No,No,No,No,02 - Automobile,1985,MERZ,DS,BLUE,21707a,No,M,MD,MD,A - Marked Patrol,2
Code_38014,driver failure stop pedestrian crosswalk,sign violation,No,No,No,No,No,02 - Automobile,2006,NISS,4S ALTIMA,BLACK,21502a2,No,M,MD,MD,O - Foot Patrol,2
Code_65707,failure veh hwy display lighted lamps illuminating device unfavorable visibility cond,problem vehicle light,No,No,No,No,No,02 - Automobile,2014,NISSAN,ROGUE,GRAY,222011,No,M,MD,MD,A - Marked Patrol,2
Code_44536,driving vehicle highway suspended registration,registration problems,No,No,No,No,No,02 - Automobile,2011,NISS,ROGUE,BLACK,13401h,No,F,MD,MD,A - Marked Patrol,2
Code_49279,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2011,TOYT,SCION,TAN,21201a1,No,M,MD,MD,A - Marked Patrol,2
Code_65520,displaying expired registration plate issued state,tag problem,No,No,No,No,No,02 - Automobile,2008,AUDI,A4,WHITE,13411f,No,M,MD,VA,A - Marked Patrol,2
Code_61335,failure display two lighted front lamps required,problem vehicle light,No,No,No,No,No,02 - Automobile,2010,HYUND,ELANTRA,SILVER,22226a,No,F,CA,CA,A - Marked Patrol,2
Code_65421,driver entering intersection flashing red traffic signal without stopping,sign violation,No,No,No,No,No,02 - Automobile,2006,FORD,FOCUS,BLACK,21204d,No,M,NY,NY,A - Marked Patrol,2
Code_38940,failure yield right way left turn,sign violation,No,No,No,No,No,02 - Automobile,2004,CHEV,TRUCK,BLACK,21402a,No,M,MD,MD,A - Marked Patrol,2
Code_69987,driving vehicle highway without current registration plates validation tabs,tag problem,No,No,No,No,No,02 - Automobile,2011,TOYT,CAMRY,BLACK,13411d,No,F,MD,MD,Q - Marked Laser,2
Code_41722,displaying expired registration plate issued state,tag problem,No,No,No,No,No,02 - Automobile,2006,SAAB,93,GRAY,13411f,No,M,MD,MD,A - Marked Patrol,2
Code_57628,driver using hands use handheld telephone whilemotor vehicle motion,careless driving,No,No,No,No,No,02 - Automobile,2006,NISS,ALTIMA,BLACK,2111242d2,No,F,MD,MD,A - Marked Patrol,2
Code_68472,motor veh wo required stop lamps equipment,problem vehicle light,No,No,No,Yes,No,02 - Automobile,2008,TOYOTA,COROLLA,BLUE,22206a,No,M,VA,VA,A - Marked Patrol,2
Code_40165,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2016,VOLKS,GTI,RED,13409b,No,F,MD,MD,A - Marked Patrol,2
Code_62160,driver fail stop red traffic signal right turn,stop lights,No,No,No,No,No,02 - Automobile,2005,MERC,4S,SILVER,21202i1,No,M,MD,MD,A - Marked Patrol,2
Code_53783,driving motor veh obstructed windshield,window,No,No,No,No,No,02 - Automobile,2009,NISSA,MURANO,SILVER,22404a,No,F,MD,MD,A - Marked Patrol,2
Code_70055,stopping veh crosswalk,sign violation,No,No,No,No,No,02 - Automobile,2001,BUIC,4S,GREEN,211003e,No,F,MD,MD,B - Unmarked Patrol,2
Code_48841,driving vehicle highway suspended registration,registration problems,No,No,No,No,No,02 - Automobile,2006,BMW,X5,BLACK,13401h,No,M,MD,MD,A - Marked Patrol,2
Code_52766,exceeding posted speed limit 30 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2014,FORD,4S,GRAY,218011,No,M,MD,MD,Q - Marked Laser,2
Code_52575,failure stop stop sign,sign violation,No,No,No,No,No,03 - Station Wagon,1996,JEEP,TK,RED,21707a,No,M,MD,MD,A - Marked Patrol,2
Code_65751,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2012,KIA,SPORTAGE,SILVER,21201a1,No,F,MD,MD,A - Marked Patrol,2
Code_61723,driver changing lanes unsafe,careless driving,No,No,No,No,No,02 - Automobile,2005,HONDA,ACCORD,BLACK,21309b,No,M,MD,MD,A - Marked Patrol,2
Code_47185,driving motor veh obstructed windshield,window,No,No,No,No,No,02 - Automobile,2003,ACURA,RZX,BLACK,22404a,No,M,MD,MD,A - Marked Patrol,2
Code_37220,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2012,HOND,ODYSSEY,BLACK,21201a1,No,M,MD,MD,A - Marked Patrol,2
Code_58555,parking veh hwy outside business residential district,sign violation,No,No,No,No,No,02 - Automobile,2009,FORD,4S,SILVER,211001a,No,F,MD,MD,A - Marked Patrol,2
Code_47339,failure display reflect red color light rear lamps reflectors req,problem vehicle light,No,No,No,No,No,02 - Automobile,2009,FORD,E250,WHITE,22209b,No,M,MD,MD,A - Marked Patrol,2
Code_47752,driver turning vehicle without giving appropriate signal required,careless driving,No,No,No,No,No,02 - Automobile,2003,HOND,CRV,SILVER,21604c,No,F,MD,MD,A - Marked Patrol,2
Code_66883,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2011,BUICK,SUV,BLUE DARK,13409b,No,F,MD,MD,Q - Marked Laser,2
Code_40236,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,1998,TOYOTA,COROLLA,BEIGE,21201a1,No,M,MD,MD,L - Motorcycle,2
Code_67647,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,07 - Truck/Road Tractor,2001,CHEVY,TRUCK,GREEN,13409b,No,M,MD,MD,A - Marked Patrol,2
Code_56824,failure veh hwy display lighted lamps illuminating device unfavorable visibility cond,problem vehicle light,No,No,No,No,No,02 - Automobile,2001,ISUZU,RODEO,RED,222011,No,M,MD,MD,A - Marked Patrol,2
Code_69835,driver fail stop steady red arrow signal,stop lights,No,No,No,No,No,05 - Light Duty Truck,2010,MERCEDES,C300,RED,21202h2,No,F,MD,MD,A - Marked Patrol,2
Code_45847,stoplight inoperative,other,No,No,No,No,No,02 - Automobile,1994,TOYOTA,CAMRY,GREEN DK,113939,No,M,MD,MD,A - Marked Patrol,2
Code_45579,exceeding posted speed limit 30 mph,exceeding speed,Yes,No,No,No,No,28 - Other,2010,LEXUS,TK,BLUE,218011,No,F,MD,MD,R - Unmarked Laser,2
Code_50953,driver entering crosswalk flashing red traffic signal without stopping,sign violation,No,No,No,No,No,02 - Automobile,2008,CHEVROLET,MALIBU,WHITE,21204c,No,M,MD,MD,A - Marked Patrol,2
Code_37213,failure individual driving highway display license uniformed police demand,license problem,No,No,No,No,No,02 - Automobile,2012,DODGE,VN,BLACK,16112c,No,F,MD,IN,A - Marked Patrol,2
Code_40818,failure stop yield thru hwy,sign violation,No,No,No,No,No,02 - Automobile,2009,ACUR,TK,BLACK,21403b,No,F,MD,MD,A - Marked Patrol,2
Code_42846,driving veh wo adequate rear reg plate illumination,tag problem,No,No,No,No,No,02 - Automobile,2013,TOYOTA,CAMRY SE,WHITE,22204f,No,F,MD,MD,A - Marked Patrol,2
Code_49142,failure equip veh required rear stop lamp,problem vehicle light,No,No,No,No,No,02 - Automobile,2006,HONDA,CRV,SILVER,22219a,No,F,MD,MD,A - Marked Patrol,2
Code_39658,veh failure display reflect amber color light lamps reflectors req,problem vehicle light,No,No,No,No,No,02 - Automobile,2014,FORD,CMAX,GRAY,22209a,No,F,MD,MD,A - Marked Patrol,2
Code_55483,drive across private property purpose avoiding traffic control device,careless driving,No,No,No,No,No,02 - Automobile,2007,KIA,RONDO,BLUE DARK,21201a2,No,M,MD,MD,A - Marked Patrol,2
Code_45879,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,1991,MERCEDES BENZ,300SL,TAN,21201a1,No,M,MD,MD,A - Marked Patrol,2
Code_40857,driving veh hwy wo required minimum equipment,problem vehicle,No,No,No,No,No,02 - Automobile,1998,NISSAN,200SX,WHITE,23104,No,M,MD,MD,A - Marked Patrol,2
Code_51085,operating motor vehicle inadequate tires steering axle,problem vehicle,No,No,No,No,Yes,06 - Heavy Duty Truck,1997,GMC,TK,WHITE,1139375c,No,M,MD,MD,A - Marked Patrol,2
Code_53723,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2015,MAZDA,6,WHITE,13409b,No,M,MD,MD,A - Marked Patrol,2
Code_45257,driving vehicle highway suspended registration,registration problems,No,No,No,No,No,02 - Automobile,2001,FORD,EXPLORER,GRAY,13401h,No,M,VA,VA,A - Marked Patrol,2
Code_45044,driver failure stop stop sign line,sign violation,No,No,No,No,No,02 - Automobile,2006,CNRY,TOWN CO,BEIGE,21707a,No,F,MD,MD,A - Marked Patrol,2
Code_57892,operating motor vehicle without proper required ememergency equipment power unit,other,No,No,No,No,No,05 - Light Duty Truck,1997,FORD,F250,WHITE,1139395a,No,M,MD,MD,A - Marked Patrol,2
Code_53468,driver failure stop stop sign line,sign violation,No,No,No,No,No,02 - Automobile,2012,KIA,SOUL,BLACK,21707a,No,F,MD,MD,A - Marked Patrol,2
Code_42605,driver entering crosswalk flashing red traffic signal without stopping,sign violation,No,No,No,Yes,No,06 - Heavy Duty Truck,2015,FREIGHTLINER,4300,WHITE,21204c,No,M,MD,MD,A - Marked Patrol,2
Code_69314,exceeding posted speed limit 40 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2012,SUBARU,LEGACY,SILVER,218011,No,F,MD,MD,Q - Marked Laser,2
Code_66144,exceeding posted speed limit 35 mph,exceeding speed,No,No,No,No,No,02 - Automobile,1999,OLDS,4D,GOLD,218011,No,M,MD,MD,A - Marked Patrol,2
Code_67595,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,05 - Light Duty Truck,2007,KIA,SORENTO,GRAY,13409b,No,M,MD,MD,A - Marked Patrol,2
Code_39671,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,1998,HONDA,PASSPORT,BLACK,21201a1,No,F,MD,MD,A - Marked Patrol,2
Code_60563,operating vehicle highway unauthorized window tinting material,window,No,No,No,No,No,02 - Automobile,2012,TOYOTA,CAMRY,SILVER,22406i1,No,M,TX,TX,A - Marked Patrol,2
Code_37431,rear side markers front left turn 1 rear id tag lamp inoperable,problem vehicle light,No,No,No,No,No,06 - Heavy Duty Truck,2006,INTL,TK,WHITE,113939,No,M,MD,MD,A - Marked Patrol,2
Code_37321,exceeding posted speed limit 25 mph,exceeding speed,No,No,No,No,No,03 - Station Wagon,1996,TOYOTA,TACOMA,BLACK,218011,No,M,MD,MD,A - Marked Patrol,2
Code_49812,driving vehicle highway suspended registration,registration problems,No,No,No,No,No,03 - Station Wagon,2000,VOLVO,SW,BLUE DARK,13401h,No,F,MD,MD,A - Marked Patrol,2
Code_36241,driving motor veh hwy wearing earplugs ears,other,No,No,No,No,No,02 - Automobile,2011,MERCEDEZ,ML350,BLACK,211120a,No,F,DC,DC,A - Marked Patrol,2
Code_61001,failure attach vehicle registration plates front rear,tag problem,No,No,No,No,No,02 - Automobile,2004,DODGE,DURANGO,GRAY,13411a,No,M,MD,MD,A - Marked Patrol,2
Code_62022,driving veh window view obstructed sign material,window,No,No,No,No,No,02 - Automobile,2002,CADILLAC,ESCALADE,WHITE,211104d,No,M,MD,MD,A - Marked Patrol,2
Code_68613,driver using hands use handheld telephone whilemotor vehicle motion,careless driving,No,No,No,No,No,02 - Automobile,2008,TOYOTA,COROLLA,BLUE,2111242d2,No,M,MD,MD,A - Marked Patrol,2
Code_57205,failure equip veh required rear stop lamp,problem vehicle light,No,No,No,No,No,02 - Automobile,1999,OLDS,4S,SILVER,22219a,No,F,MD,MD,A - Marked Patrol,2
Code_38068,driving veh pub maintained hwy excess gross wt exceeds allowable wt 34000lbs 12150lbs,problem vehicle,No,No,No,Yes,Yes,06 - Heavy Duty Truck,2010,PTRB,TK,BLUE,24101b,No,M,MD,MD,A - Marked Patrol,2
Code_51845,oper motor veh operator restrained seat belt,belts,No,No,No,No,No,02 - Automobile,2017,HONDA,ACCORD,SILVER,224123b,No,F,MI,MI,A - Marked Patrol,2
Code_42937,exceeding posted speed limit 40 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2015,AUDI,4S,BLACK,218011,No,M,MD,MD,A - Marked Patrol,2
Code_50483,failure dr slow reasonable prudent speed passing stopped emerg veh,other,No,No,No,No,No,02 - Automobile,2006,SUBARU,LEGACY,BLUE,21405e2,No,F,MD,MD,A - Marked Patrol,2
Code_42550,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,28 - Other,2012,MAZD,SW,BLUE LIGHT,21201a1,No,M,MD,MD,B - Unmarked Patrol,2
Code_47333,exceeding posted speed limit 55 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2017,MAZDA,3,GRAY,218011,No,M,MD,MD,A - Marked Patrol,2
Code_69154,driver failure stop stop sign line,sign violation,No,No,No,No,No,02 - Automobile,2005,TOYOTA,CAMRY,GRAY,21707a,No,M,MD,MD,B - Unmarked Patrol,2
Code_53655,exceeding posted speed limit 55 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2013,CHRY,TOWNCOUNTRY,BLACK,218011,No,M,NC,NC,B - Unmarked Patrol,2
Code_50603,driver using hands use handheld telephone whilemotor vehicle motion,careless driving,No,No,No,No,No,02 - Automobile,1997,LEXUS,4S,SILVER,2111242d2,No,M,MD,MD,A - Marked Patrol,2
Code_39048,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,08 - Recreational Vehicle,2015,JEEP,SUV,WHITE,21201a1,No,F,MD,MD,A - Marked Patrol,2
Code_45560,exceeding posted speed limit 55 mph,exceeding speed,No,No,No,No,No,02 - Automobile,1987,NISS,TK,BLACK,218011,No,M,MD,MD,B - Unmarked Patrol,2
Code_64377,driving vehicle highway suspended registration,registration problems,No,No,No,No,No,02 - Automobile,2006,NISSAN,SENTRA,BLACK,13401h,No,M,MD,MD,A - Marked Patrol,2
Code_67768,driver using hands use handheld telephone whilemotor vehicle motion,careless driving,No,No,No,No,No,02 - Automobile,2000,INFI,4S,BEIGE,2111242d2,No,F,MD,MD,A - Marked Patrol,2
Code_41891,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2018,SUBARU,OUTBACK,GRAY,21201a1,No,M,MD,MD,A - Marked Patrol,2
Code_42703,driver failure stop intersection hwy stop sign yield rightofway,sign violation,No,No,No,Yes,No,02 - Automobile,2005,HOND,4S,SILVER,21403c,No,M,MD,MD,A - Marked Patrol,2
Code_67932,driving veh wo adequate rear reg plate illumination,tag problem,No,No,No,No,No,02 - Automobile,2010,DODGE,AVENGER,SILVER,22204f,No,M,MD,MD,A - Marked Patrol,2
Code_68881,failure veh hwy display lighted lamps illuminating device unfavorable visibility cond,problem vehicle light,No,No,No,No,No,02 - Automobile,2014,TOYT,4S,WHITE,222011,No,F,MD,MD,A - Marked Patrol,2
Code_58307,driver changing lanes unsafe,careless driving,No,No,No,No,No,02 - Automobile,1998,TOYOTA,COROLLA,WHITE,21309b,No,F,MD,MD,A - Marked Patrol,2
Code_66504,driver using hands use handheld telephone whilemotor vehicle motion,careless driving,No,No,No,No,No,02 - Automobile,2007,ACUR,TL,BLUE,2111242d2,No,M,MD,MD,A - Marked Patrol,2
Code_56085,driving vehicle highway suspended registration,registration problems,No,No,No,No,No,02 - Automobile,2008,AUDI,CP,SILVER,13401h,No,F,MD,MD,A - Marked Patrol,2
Code_44522,failure properly equip locate headlamps motor veh,problem vehicle light,No,No,No,No,No,02 - Automobile,2009,TOYOTA,COROLLA,SILVER,22203b,No,M,MD,MD,A - Marked Patrol,2
Code_49674,exceeding posted speed limit 30 mph,exceeding speed,No,No,No,No,No,02 - Automobile,1997,LEXUS,4DR ES300,SILVER,218011,No,F,MD,MD,Q - Marked Laser,2
Code_63241,veh hwy operation inadequate rear red light reflector,problem vehicle light,No,No,No,No,No,02 - Automobile,1997,NISSAN,SENTRA 4D,BLACK,22210c,No,F,DC,DC,A - Marked Patrol,2
Code_49018,driver using hands use handheld telephone whilemotor vehicle motion,careless driving,No,No,No,No,No,02 - Automobile,2015,INFINITI,Q50,GRAY,2111242d2,No,F,MD,MD,A - Marked Patrol,2
Code_69563,tag light right front side marker 3 3 id inoperative,problem vehicle light,No,No,No,No,No,06 - Heavy Duty Truck,2004,FORD,TK,BLACK,113939,No,M,MD,MD,A - Marked Patrol,2
Code_45022,reckless driving vehicle wanton willful disregard safety persons property,careless driving,No,No,No,No,No,02 - Automobile,1997,TOYOTA,4RUNNER,WHITE,219011a,No,F,MD,MD,A - Marked Patrol,2
Code_40789,owner failure return adm suspended reg card,administration problem,Yes,No,No,No,No,02 - Automobile,1998,MAZDA,PROTEGE,TAN,13708a,No,M,MD,MD,A - Marked Patrol,2
Code_39212,parking veh prohibited official sign,window,No,No,No,No,No,02 - Automobile,2006,CHEV,VN,WHITE,211003j,No,M,MD,MD,A - Marked Patrol,2
Code_38818,failure attach vehicle registration plates front rear,tag problem,Yes,No,No,No,No,02 - Automobile,2013,AUDI,S7,BLACK,13411a,No,F,MD,MD,R - Unmarked Laser,2
Code_37371,failure stop stop sign,sign violation,No,No,No,No,No,02 - Automobile,2002,TOYOTA,4S,GRAY,21707a,No,F,MD,MD,A - Marked Patrol,2
Code_63892,use lamps motor veh changing original performance,problem vehicle light,No,No,No,No,No,02 - Automobile,1995,HONDA,CIVIC,RED,22230b,No,M,MD,MD,A - Marked Patrol,2
Code_38919,exceeding posted speed limit 55 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2001,MERZ,C240,BLACK,218011,No,M,MD,MD,A - Marked Patrol,2
Code_45403,motor veh wo required stop lamps equipment,problem vehicle light,No,No,No,No,No,02 - Automobile,2006,VOLKS,BUG,GRAY,22206a,No,M,DC,DC,A - Marked Patrol,2
Code_47129,fail yield intersection rightofway green traffic signal,sign violation,No,No,No,No,No,02 - Automobile,2009,HONDA,ACCORD,GRAY,21202c,No,F,MD,MD,A - Marked Patrol,2
Code_43209,driving vehicle excess reasonable prudent speed highway,exceeding speed,No,No,Yes,Yes,No,07 - Truck/Road Tractor,2004,WESTERN STAR,TRACTOR,BLACK,21801a,Yes,F,WV,WV,A - Marked Patrol,2
Code_63537,headlight inoperative,problem vehicle light,No,No,No,No,No,02 - Automobile,1999,CHRY,4S,GRAY,113939,No,F,MD,MD,A - Marked Patrol,2
Code_68574,failure display two lighted front lamps required,problem vehicle light,No,No,No,No,No,02 - Automobile,2006,NISSAN,SENTRA,BLUE,22226a,No,F,VA,VA,A - Marked Patrol,2
Code_46135,driver using hands use handheld telephone whilemotor vehicle motion,careless driving,No,No,No,No,No,02 - Automobile,2004,HOND,4S,GREEN,2111242d2,No,M,MD,MD,A - Marked Patrol,2
Code_40451,driver failure obey properly placed traffic control device instructions,failure device instructions,Yes,No,No,No,No,28 - Other,2005,CHEVROLET,SUBURBAN,GOLD,21201a1,No,M,MD,MD,B - Unmarked Patrol,2
Code_63046,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,1998,SUBARU,LEGACY,BLUE DARK,21201a1,No,M,MD,MD,A - Marked Patrol,2
Code_63765,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2003,ACUR,TL,GOLD,13409b,No,M,MD,MD,A - Marked Patrol,2
Code_52607,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2006,MAZDA,3,BLUE,21201a1,No,M,DC,DC,A - Marked Patrol,2
Code_38155,failure maintain legible registration plate free foreign materials covers,tag problem,No,No,No,No,No,02 - Automobile,2003,BMW,540I,WHITE,13411c1,No,M,MD,MD,A - Marked Patrol,2
Code_66205,holder learners permit driving wo req supervision,other,No,No,No,No,No,02 - Automobile,2001,HONDA,CIVIC,SILVER,16105b1,No,M,MD,MD,A - Marked Patrol,2
Code_50387,driver failure stop stop sign line,sign violation,No,No,No,No,No,02 - Automobile,2002,MERZ,C240,SILVER,21707a,No,F,MD,MD,A - Marked Patrol,2
Code_65861,driver turning left fail yield right way vehicle approaching opposite direction,careless driving,No,No,No,No,No,02 - Automobile,2013,MINI,2S,GREEN,21402a,No,M,MD,MD,A - Marked Patrol,2
Code_42929,failure display registration card upon demand police officer,failure registration card,No,Yes,No,No,No,02 - Automobile,2005,HYUN,TK,BLUE,13409b,No,M,MD,FL,A - Marked Patrol,2
Code_49275,operator restrained seatbelt,belts,No,No,No,No,No,02 - Automobile,1999,TOYOTA,COROLLA,RED,224123b,No,M,MD,MD,A - Marked Patrol,2
Code_41214,exceeding posted speed limit 35 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2007,SUBARU,4S,BLUE,218011,No,M,MD,MD,Q - Marked Laser,2
Code_57450,driving veh hwy wo required minimum equipment,problem vehicle,No,No,No,No,No,02 - Automobile,2011,NISSAN,ALTIMA,BLACK,23104,No,M,MD,MD,A - Marked Patrol,2
Code_46257,failure driver drive curb upon signal police veh,other,No,No,No,No,No,02 - Automobile,1997,HONDA,CIVIC,WHITE,21405b,No,F,MD,MD,A - Marked Patrol,2
Code_37661,exceeding posted speed limit 55 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2005,TOYOTA,CAMRY,GRAY,218011,No,M,MD,MD,A - Marked Patrol,2
